date,sales,consulting,investment,payroll,rent,utilities,technology,marketing,travel,professional_services,misc,total_income,total_expenses,net
2023-02-24,1481.11,42.27,93.18,770.99,35.35,32.71,138.22,261.81,180.53,0.0,85.29,2866.82,2005.63,32.68
2023-02-25,1401.95,283.13,92.72,1178.03,81.19,61.33,109.29,73.04,131.42,20.92,63.74,1707.68,1402.67,0.0
2023-02-26,1568.79,417.31,0.0,903.13,109.18,121.41,202.81,199.66,3.42,74.1,66.83,1520.53,1661.83,0.0
2023-02-27,1466.06,319.47,0.0,1191.86,85.37,95.02,71.23,212.99,103.69,39.77,63.3,2403.14,1433.47,23.38
2023-02-28,1496.1,267.7,529.19,1501.54,153.57,59.96,123.41,281.75,227.58,35.67,56.49,1777.9,596.63,0.0
2023-03-01,1466.93,163.03,190.99,905.38,266.48,90.9,176.85,197.88,118.71,92.83,0.33,1883.91,2175.59,742.43
2023-03-02,1579.83,229.93,132.16,0.0,185.76,84.12,102.58,65.45,122.48,109.89,89.15,2480.75,2337.67,652.71
2023-03-03,1497.91,0.0,0.0,519.02,251.21,72.23,117.02,271.58,147.72,47.65,49.72,1875.9,2211.55,586.31
2023-03-04,1546.41,304.2,0.0,1137.24,207.05,132.15,121.3,139.53,20.71,51.41,64.65,2215.28,1607.29,332.09
2023-03-05,1472.36,332.42,624.65,683.77,352.9,107.8,185.92,48.55,151.25,210.01,45.64,1982.29,946.96,593.53
2023-03-06,1459.36,372.27,127.57,822.11,353.01,83.49,187.98,136.75,121.47,101.98,78.18,1871.77,1605.53,922.34
2023-03-07,1464.03,424.82,152.29,729.59,490.7,103.27,233.9,336.88,207.12,53.9,70.34,1623.77,2147.98,513.34
2023-03-08,1544.97,94.16,414.71,2057.33,472.77,68.68,243.35,153.02,133.42,24.54,65.15,1916.32,1949.2,0.0
2023-03-09,1527.4,247.11,179.34,1347.28,113.65,73.58,94.55,143.66,254.16,0.0,54.97,1571.38,1188.32,2047.96
2023-03-10,1510.3,346.11,381.61,900.94,493.9,70.24,125.83,155.81,39.7,50.37,41.97,1488.81,3115.05,1010.66
2023-03-11,1543.94,317.51,287.93,963.56,486.36,72.69,172.16,238.22,147.23,57.99,81.64,1813.04,1649.16,0.0
2023-03-12,1541.48,213.2,125.17,899.38,125.3,129.66,224.37,256.82,110.38,54.44,74.53,1914.54,1740.36,712.89
2023-03-13,1524.71,259.91,287.54,1174.98,171.15,102.24,143.96,288.42,183.6,93.83,40.59,2270.49,2608.24,0.0
2023-03-14,1542.24,98.92,139.01,1323.04,469.26,100.01,111.8,341.72,161.09,132.72,40.48,2043.28,2630.9,378.76
2023-03-15,1515.9,240.6,141.7,1242.88,338.22,122.03,180.11,233.2,0.0,36.33,87.1,1591.08,1531.5,1535.49
2023-03-16,1546.48,234.34,247.0,1498.88,157.0,96.54,151.9,90.62,5.18,98.98,60.94,1782.9,1833.69,0.0
2023-03-17,1577.44,238.0,153.05,288.51,348.04,115.1,171.65,179.73,167.17,60.79,85.82,1810.15,1741.78,420.25
2023-03-18,1478.32,351.89,255.06,416.36,533.01,134.33,57.48,382.13,96.45,65.77,30.76,2283.74,1098.99,36.64
2023-03-19,1508.7,171.08,0.0,1421.16,197.41,45.09,235.46,234.53,150.33,77.04,86.18,1733.34,2350.59,448.55
2023-03-20,1505.15,200.75,0.0,388.12,140.08,112.34,85.38,70.68,124.31,99.56,100.73,1750.59,2637.11,610.36
2023-03-21,1392.05,539.7,0.0,1534.56,101.57,90.48,115.7,170.74,97.18,100.38,93.01,1672.13,712.57,2325.93
2023-03-22,1492.75,193.7,0.0,1175.57,0.0,127.53,61.09,91.45,139.84,64.28,108.6,2462.96,2900.23,0.0
2023-03-23,1510.75,193.83,297.53,1819.24,350.64,54.45,130.56,266.12,166.05,49.98,31.29,2045.85,2579.05,0.0
2023-03-24,1461.23,351.75,275.72,0.0,270.57,60.55,161.11,225.33,58.53,18.95,56.46,1849.28,2792.13,537.27
2023-03-25,1500.58,0.0,624.33,2279.3,510.3,70.69,139.08,161.36,207.56,108.77,53.52,2169.88,1152.59,187.65
2023-03-26,1562.49,217.24,523.68,772.38,0.0,145.42,68.32,303.11,23.68,67.99,45.09,2207.52,1379.94,903.67
2023-03-27,1493.16,320.53,113.42,719.26,257.92,94.91,227.08,297.15,72.38,29.55,50.81,2273.39,1590.63,34.72
2023-03-28,1542.58,326.8,0.0,1570.78,534.4,92.38,189.96,338.46,171.15,9.02,23.54,1651.69,1897.41,0.0
2023-03-29,1538.97,161.6,449.34,0.0,524.28,90.26,227.51,329.21,111.4,104.2,54.52,1382.71,888.37,0.0
2023-03-30,1528.94,269.44,736.89,1403.84,79.25,45.37,96.36,278.91,236.44,68.54,51.06,1560.85,1110.38,1136.02
2023-03-31,1439.84,240.41,0.0,440.16,0.0,0.0,149.98,182.68,100.17,39.21,67.71,2161.34,1580.73,1500.12
2023-04-01,1533.31,380.46,620.94,708.47,273.73,145.15,134.52,99.27,198.16,0.0,46.6,2135.24,962.75,1321.3
2023-04-02,1547.67,236.79,0.0,1212.58,461.17,97.66,207.8,263.81,217.15,55.84,55.38,1869.63,1975.87,32.42
2023-04-03,1481.57,304.87,548.14,574.39,281.5,79.94,232.1,369.62,0.0,108.95,55.54,1926.33,982.3,37.12
2023-04-04,1502.76,249.95,502.63,409.18,196.41,107.52,181.38,364.07,108.11,0.0,66.06,2166.31,2666.78,51.26
2023-04-05,1519.03,171.55,292.62,555.68,298.66,146.51,169.59,192.9,35.52,29.49,73.5,1322.95,1542.02,0.0
2023-04-06,1442.94,452.45,254.32,422.76,197.9,139.65,176.09,247.77,96.91,69.05,64.47,1802.63,2039.26,0.0
2023-04-07,1564.99,374.88,71.58,913.61,332.95,72.62,151.05,93.09,191.48,28.25,74.7,2106.82,2258.25,366.23
2023-04-08,1498.28,248.43,483.21,868.37,220.14,137.16,168.44,217.07,0.0,94.72,43.01,2227.65,2116.5,878.1
2023-04-09,1521.78,210.27,602.59,0.0,299.82,101.93,205.19,240.73,104.13,74.8,55.16,2372.76,1742.18,0.0
2023-04-10,1506.24,108.6,0.0,1206.62,90.6,69.87,156.2,191.88,97.01,86.11,48.81,2365.85,1008.2,0.0
2023-04-11,1519.46,448.61,431.69,364.77,218.97,71.6,146.1,199.57,49.17,65.96,63.12,1351.9,1969.4,0.0
2023-04-12,1531.81,118.9,99.0,320.46,346.54,131.6,128.92,259.21,202.66,58.19,33.93,2049.15,1351.17,253.46
2023-04-13,1472.13,162.61,0.0,515.46,330.11,106.79,178.69,408.97,64.2,0.0,42.41,2410.33,1621.68,490.98
2023-04-14,1528.08,348.14,159.98,1578.73,62.59,142.27,146.76,271.38,157.91,69.52,34.98,1698.99,2061.62,628.49
2023-04-15,1549.71,424.45,307.54,311.18,0.0,71.19,153.73,150.46,97.11,52.74,60.97,1911.02,1883.35,252.14
2023-04-16,1536.06,0.0,360.07,286.46,308.44,81.67,149.35,155.06,231.42,85.73,29.71,2393.18,1842.0,343.2
2023-04-17,1515.51,287.78,0.0,973.41,292.54,46.14,88.32,197.09,13.13,39.17,59.17,2956.86,1482.82,742.99
2023-04-18,1488.74,215.11,0.0,0.0,183.07,119.1,159.72,99.32,173.39,56.95,42.7,1763.35,2188.78,377.09
2023-04-19,1487.96,343.66,142.2,639.18,68.68,73.79,163.17,130.83,197.16,66.64,69.93,1888.46,1104.61,133.49
2023-04-20,1477.84,612.05,130.5,475.94,425.18,94.68,166.11,240.97,149.69,62.78,74.83,1791.2,1542.52,399.59
2023-04-21,1583.11,174.96,482.22,644.16,101.17,51.88,158.84,153.1,257.13,38.8,38.3,1745.69,2255.57,999.35
2023-04-22,1487.58,310.6,0.0,1369.52,141.05,110.69,58.89,203.32,282.6,122.61,77.73,2103.59,1192.8,0.0
2023-04-23,1538.0,164.8,554.88,858.59,134.29,131.83,235.33,54.49,109.36,48.36,60.36,1802.42,2140.75,973.19
2023-04-24,1493.7,481.41,65.71,905.25,235.31,110.9,199.1,177.05,66.72,16.28,40.91,2460.41,2725.89,0.0
2023-04-25,1545.1,336.41,245.62,1347.33,334.31,131.7,149.72,143.44,310.45,76.44,60.99,1878.99,2373.42,0.0
2023-04-26,1419.11,295.65,0.0,518.12,170.2,67.75,172.12,176.54,87.32,73.4,37.4,2096.49,1811.06,971.55
2023-04-27,1558.06,218.35,261.76,652.38,550.16,23.94,90.26,114.56,189.28,66.39,56.92,1884.29,1637.37,227.93
2023-04-28,1574.52,158.79,0.0,511.88,277.33,80.91,102.43,144.75,98.37,43.79,67.49,2297.17,2403.22,504.42
2023-04-29,1473.9,322.07,265.3,1090.79,0.0,84.4,223.53,184.56,90.6,8.6,74.62,1710.77,2117.76,550.23
2023-04-30,1580.53,251.23,546.56,0.0,372.47,118.09,148.22,297.54,84.93,20.18,63.6,1550.12,2224.94,151.2
2023-05-01,1519.26,425.97,189.41,867.64,12.94,45.18,89.45,119.78,138.84,65.4,49.01,1686.86,2029.44,187.02
2023-05-02,1528.97,426.54,178.8,797.85,99.59,112.62,96.93,165.46,99.02,30.11,76.12,2064.77,1823.03,22.42
2023-05-03,1534.48,184.56,529.57,986.35,126.33,103.55,203.28,201.45,81.79,53.69,59.37,1799.17,1468.7,0.0
2023-05-04,1574.89,231.41,33.69,1117.71,219.35,110.27,145.26,331.43,225.05,99.75,60.82,1809.88,2337.56,0.0
2023-05-05,1541.63,466.27,219.74,1426.11,247.31,74.13,189.32,265.08,142.77,38.45,60.57,2247.96,1723.32,0.0
2023-05-06,1532.5,96.95,272.85,210.0,215.55,92.0,153.06,102.02,132.08,77.85,66.41,1529.73,1202.49,0.0
2023-05-07,1498.01,365.24,195.28,1336.74,374.68,61.29,147.22,145.62,174.79,98.07,44.62,2063.2,1971.7,825.18
2023-05-08,1599.33,118.96,105.64,254.09,376.99,43.22,196.66,219.65,316.48,125.98,54.5,2014.23,1492.96,698.41
2023-05-09,1621.41,115.18,612.08,128.59,145.99,78.34,152.11,0.0,163.05,75.77,61.39,2327.4,1046.98,404.22
2023-05-10,1568.12,340.6,62.49,589.43,98.82,37.12,143.42,115.43,133.93,127.64,43.49,1560.27,2611.08,448.57
2023-05-11,1530.57,489.79,612.38,913.83,378.7,94.45,199.49,137.9,229.1,0.0,74.84,2272.29,1956.58,0.0
2023-05-12,1507.38,390.68,346.97,1396.32,320.72,85.08,180.53,286.51,5.23,61.39,58.86,1849.65,2640.68,968.97
2023-05-13,1531.4,44.19,398.59,1277.15,227.57,79.69,81.36,208.89,65.32,105.58,59.61,2177.75,1369.96,0.0
2023-05-14,1536.2,91.9,52.91,211.11,278.08,108.54,136.76,100.18,121.16,4.59,84.51,1772.26,2468.07,231.23
2023-05-15,1502.0,368.78,147.32,1150.97,266.29,141.33,178.68,260.0,232.92,43.27,83.06,1716.59,2148.08,285.61
2023-05-16,1548.58,365.7,127.07,1532.36,121.36,100.83,208.01,187.8,105.72,99.04,33.62,2557.39,1612.12,228.65
2023-05-17,1560.82,279.83,0.0,1052.73,221.92,97.08,100.0,101.33,50.95,105.36,92.15,2266.12,1422.06,0.0
2023-05-18,1533.48,96.23,489.46,1824.07,218.07,79.14,125.35,252.67,122.9,72.82,33.21,2168.43,2192.74,847.08
2023-05-19,1466.47,367.67,581.27,1129.84,591.72,28.82,114.27,177.78,58.81,72.54,69.8,2222.22,2224.23,0.0
2023-05-20,1509.93,274.32,563.03,160.06,228.59,83.21,139.41,138.35,136.11,77.75,66.76,2407.15,2238.47,669.99
2023-05-21,1549.84,210.05,267.12,1161.97,205.14,103.67,153.27,288.8,72.79,20.95,65.28,2057.69,2363.18,0.0
2023-05-22,1558.35,192.32,286.55,645.21,285.66,101.47,156.77,65.32,126.17,0.0,58.27,2732.43,2394.86,0.0
2023-05-23,1583.32,204.31,575.57,806.73,213.49,88.57,159.15,134.13,19.13,0.0,33.77,1787.82,1894.74,0.0
2023-05-24,1548.67,188.89,0.0,1204.91,268.08,81.66,205.57,177.19,169.43,50.9,53.57,1715.96,2123.88,0.0
2023-05-25,1579.83,141.25,100.2,257.97,159.98,103.12,98.09,96.51,108.03,77.91,83.4,2410.37,1958.01,1085.36
2023-05-26,1541.9,323.28,665.26,94.34,99.09,75.89,263.49,283.32,131.43,67.98,0.0,2234.39,1959.95,96.38
2023-05-27,1545.8,255.13,31.7,791.03,95.62,76.83,182.99,101.39,0.0,34.36,56.98,2386.13,2329.24,485.38
2023-05-28,1473.22,181.66,470.22,761.24,432.72,117.75,188.47,323.44,148.03,38.22,33.64,2901.89,906.05,0.0
2023-05-29,1537.53,334.85,597.54,1504.73,365.3,106.5,196.28,0.0,192.44,94.43,61.47,2277.06,1660.39,143.09
2023-05-30,1511.97,401.21,458.55,787.91,338.18,112.95,190.57,448.55,33.69,44.47,58.73,1695.7,862.87,0.0
2023-05-31,1558.35,82.15,0.0,810.72,127.6,74.79,199.96,356.14,122.46,24.26,7.6,1796.23,1950.29,119.77
2023-06-01,1504.53,226.9,171.37,0.0,340.44,108.88,139.05,368.38,143.25,16.82,77.25,1681.86,2637.67,18.91
2023-06-02,1541.3,190.87,23.71,269.88,126.78,86.09,106.24,0.0,209.94,0.0,50.25,1638.8,2312.13,0.0
2023-06-03,1510.5,324.86,221.17,987.0,382.09,112.32,214.43,75.77,139.25,56.59,60.27,2277.61,2145.35,0.0
2023-06-04,1518.72,69.16,3.71,1247.29,405.3,107.25,200.84,139.66,213.41,45.62,90.36,2009.96,1845.77,0.0
2023-06-05,1567.5,298.4,83.0,815.16,60.41,116.84,145.23,204.44,245.61,74.51,56.66,2863.84,2458.34,576.27
2023-06-06,1555.68,246.3,0.0,1230.0,345.44,46.18,117.33,326.68,83.79,45.15,43.3,2439.61,2248.22,946.92
2023-06-07,1477.42,0.0,201.39,1137.39,254.15,110.13,160.06,74.61,159.57,50.88,41.12,2103.41,2142.7,1489.42
2023-06-08,1479.38,242.24,0.0,400.57,188.03,94.58,203.21,281.92,165.11,110.65,62.01,2465.18,2135.6,530.16
2023-06-09,1488.8,311.88,446.16,768.07,0.0,95.52,126.98,227.65,167.45,2.5,63.82,1790.37,2632.64,282.49
2023-06-10,1537.47,317.02,0.0,795.23,172.9,41.25,244.39,89.4,74.21,41.99,85.76,2469.15,2200.27,425.66
2023-06-11,1505.29,126.83,656.45,782.77,291.9,81.63,124.91,310.33,120.3,90.98,46.34,2408.48,1942.91,0.0
2023-06-12,1547.78,471.41,519.75,1271.35,213.97,86.23,87.71,110.71,165.15,36.4,29.83,2291.1,1803.41,0.0
2023-06-13,1518.76,276.2,0.0,93.57,410.66,50.9,163.06,155.29,206.53,60.38,75.76,2228.77,1641.3,1062.2
2023-06-14,1547.07,144.47,495.82,612.29,154.87,72.04,261.05,391.18,74.75,26.26,18.76,2376.5,2878.19,249.87
2023-06-15,1535.07,263.96,551.4,1183.53,274.83,153.66,113.64,187.9,107.24,16.78,49.8,2641.57,740.94,0.0
2023-06-16,1526.15,131.27,410.26,1218.76,359.48,126.5,174.77,167.14,180.44,123.59,77.0,1903.92,1230.69,0.0
2023-06-17,1512.94,181.96,463.81,601.56,238.28,92.14,212.18,160.46,37.35,0.0,64.95,1486.85,1618.26,0.0
2023-06-18,1537.91,334.94,0.0,1879.2,121.19,83.41,224.15,225.54,0.0,64.19,69.73,2224.25,889.02,745.73
2023-06-19,1583.29,319.59,0.0,764.55,1.36,120.14,106.17,166.61,60.98,51.35,66.12,1684.99,2433.77,739.13
2023-06-20,1545.52,251.08,0.0,1689.73,172.53,83.57,180.92,58.71,134.28,82.93,73.15,1982.96,367.14,831.73
2023-06-21,1557.13,97.04,377.41,808.74,143.14,153.08,81.43,0.2,76.35,100.87,58.87,1797.59,1378.2,220.39
2023-06-22,1516.46,266.32,0.0,1827.7,197.93,92.98,95.66,138.46,77.35,67.17,69.88,1633.22,1777.24,977.05
2023-06-23,1520.88,461.15,676.61,1534.77,95.62,119.71,245.74,315.35,93.51,40.29,63.98,1646.25,1119.61,471.78
2023-06-24,1560.78,245.0,163.44,1241.87,295.33,100.59,121.02,264.31,119.78,4.38,45.12,2130.49,1238.62,0.0
2023-06-25,1507.42,389.79,403.37,1744.33,392.46,79.49,107.84,112.11,173.34,68.79,95.5,1884.57,2154.34,819.03
2023-06-26,1566.04,150.27,824.33,985.72,370.75,130.83,267.41,196.56,81.22,48.57,58.58,2091.14,752.35,0.0
2023-06-27,1386.74,57.44,117.06,840.14,404.41,120.87,192.4,85.02,169.12,47.51,46.48,2129.27,1914.67,228.79
2023-06-28,1532.02,240.6,130.66,1810.99,398.16,100.0,78.86,291.75,157.33,120.33,86.8,2523.03,952.24,0.0
2023-06-29,1493.82,114.34,355.39,672.47,531.79,120.61,172.44,361.83,156.02,0.0,82.47,2250.65,1427.7,666.94
2023-06-30,1589.75,401.11,384.82,112.56,393.24,121.24,170.21,189.11,149.16,74.41,40.11,2371.0,2249.55,19.58
2023-07-01,1549.26,173.11,150.22,471.54,470.12,67.58,198.09,411.33,226.59,87.78,36.23,2177.52,1854.11,0.0
2023-07-02,1553.79,217.55,295.23,1082.33,507.22,73.45,151.38,260.78,97.93,78.46,56.46,2461.68,2826.82,595.8
2023-07-03,1553.68,28.7,171.47,596.73,163.62,15.53,94.72,128.02,131.94,75.83,68.66,2549.74,1539.86,438.8
2023-07-04,1569.89,242.79,551.77,473.1,431.41,135.62,151.3,233.24,193.06,50.21,87.17,1749.63,1639.56,0.0
2023-07-05,1509.26,309.65,659.96,600.81,153.67,67.59,206.99,193.48,170.72,63.67,34.1,1455.65,2612.52,0.0
2023-07-06,1526.0,157.49,138.12,1273.72,219.51,34.54,221.6,237.6,88.78,62.44,53.06,1601.55,1509.38,0.0
2023-07-07,1571.55,193.04,0.0,1466.64,536.64,65.58,79.75,399.78,175.25,76.24,82.36,2194.35,2293.27,0.0
2023-07-08,1468.82,442.87,28.42,2042.92,302.69,151.25,201.34,383.82,195.96,59.01,48.62,2193.12,2023.6,0.0
2023-07-09,1548.74,328.12,935.82,620.26,291.04,130.85,62.03,345.71,234.59,47.76,77.45,2060.05,793.36,87.05
2023-07-10,1564.4,339.41,116.13,1385.56,519.56,82.57,177.81,170.09,8.12,45.47,50.95,1784.13,1897.91,38.38
2023-07-11,1555.11,254.94,361.01,501.74,407.16,54.62,202.96,54.42,211.99,81.34,58.48,2127.14,1550.7,120.25
2023-07-12,1557.96,96.77,457.6,847.68,88.37,97.33,244.53,265.53,160.93,21.84,106.84,2195.74,2941.81,0.0
2023-07-13,1592.06,414.56,652.88,1607.44,590.25,116.81,182.03,331.55,0.0,0.0,47.49,2204.32,2238.99,614.05
2023-07-14,1487.55,18.37,0.0,415.39,259.46,81.41,213.57,265.07,117.26,59.81,49.78,2376.88,2251.97,61.11
2023-07-15,1509.83,250.02,18.82,1184.29,261.22,64.98,171.73,38.75,112.83,24.66,74.02,2073.66,2243.66,248.5
2023-07-16,1529.83,207.77,0.0,875.37,524.65,142.55,284.12,364.88,0.34,0.0,49.08,2152.45,2215.49,0.0
2023-07-17,1583.86,405.03,168.53,1140.57,0.0,114.42,66.2,263.71,138.68,58.3,44.69,2378.99,1862.05,90.13
2023-07-18,1526.52,106.69,422.18,1257.86,116.77,58.76,149.13,177.1,47.44,95.48,77.91,1985.73,1910.7,0.0
2023-07-19,1583.23,293.92,0.0,1287.32,316.76,136.53,54.5,355.39,178.54,64.79,64.27,2429.74,1253.36,0.0
2023-07-20,1598.23,308.94,432.46,757.67,404.29,116.08,194.65,99.08,7.35,17.14,79.39,1975.89,2849.18,0.0
2023-07-21,1524.16,0.0,72.11,188.24,0.0,77.17,125.0,313.69,91.24,119.82,26.81,2810.74,1411.05,594.27
2023-07-22,1539.94,48.6,462.94,656.05,248.67,112.45,135.42,278.88,139.04,27.36,35.87,1971.02,2613.29,0.0
2023-07-23,1534.8,156.45,0.0,0.0,329.31,118.68,225.14,259.24,236.94,0.0,69.99,1524.26,2018.68,743.63
2023-07-24,1627.96,384.47,490.98,724.44,314.91,106.92,132.77,0.0,70.56,42.56,80.61,2267.14,1313.85,1424.73
2023-07-25,1586.69,218.55,4.75,105.59,61.96,63.26,40.37,99.63,117.99,8.76,105.36,1870.61,1983.92,1546.78
2023-07-26,1574.3,383.49,29.49,0.0,0.0,114.7,116.6,138.63,153.41,69.89,50.38,2312.85,1547.7,0.0
2023-07-27,1588.13,259.2,122.58,0.0,313.98,127.5,29.25,48.17,10.83,70.64,63.6,2536.34,1981.27,383.81
2023-07-28,1533.04,176.77,644.9,696.78,0.0,138.24,204.38,357.72,98.25,86.21,65.01,2193.04,2428.93,788.53
2023-07-29,1549.42,260.69,127.0,949.91,140.68,132.93,150.27,150.42,106.79,100.12,61.25,2959.4,1496.16,0.0
2023-07-30,1619.26,442.87,0.0,1452.33,222.77,141.52,167.93,427.94,137.59,4.43,48.16,2131.08,1971.39,0.0
2023-07-31,1607.17,285.05,157.19,1089.95,347.21,129.13,181.35,269.29,16.81,84.68,42.44,2071.82,2048.99,0.0
2023-08-01,1566.99,226.83,30.37,1061.47,153.47,79.2,174.59,392.26,40.43,74.86,77.24,2086.61,2534.98,102.37
2023-08-02,1559.8,362.69,448.11,921.89,383.43,80.17,179.57,307.14,88.32,48.19,73.9,1858.18,1502.82,0.0
2023-08-03,1546.65,273.77,0.0,516.55,329.15,117.71,185.2,333.33,183.09,137.14,50.1,2290.03,2637.54,56.16
2023-08-04,1597.99,163.48,244.03,1076.26,319.46,68.88,153.89,253.09,88.04,71.31,44.13,2079.53,1793.54,509.65
2023-08-05,1505.21,315.8,72.45,1249.79,458.47,58.57,202.69,82.26,181.56,135.63,111.21,1675.44,1742.8,1252.83
2023-08-06,1490.62,121.21,182.16,1081.96,14.38,64.78,163.66,329.17,146.28,3.73,53.61,2617.45,2750.62,0.0
2023-08-07,1530.94,293.99,0.0,1849.91,152.57,185.71,176.97,1.0,227.92,59.93,41.36,2080.74,1177.39,0.0
2023-08-08,1516.51,195.4,763.98,1025.28,358.57,140.98,111.89,279.77,224.17,122.07,48.27,1279.6,1787.27,988.39
2023-08-09,1631.93,199.29,374.92,786.88,328.64,82.51,240.52,322.73,198.25,81.44,55.05,2104.29,1506.08,524.94
2023-08-10,1562.59,0.0,334.73,805.36,355.82,129.53,222.04,244.66,148.98,34.69,49.36,1929.34,3033.06,182.65
2023-08-11,1521.6,448.66,486.41,503.33,0.0,111.09,174.46,347.34,138.92,42.93,58.3,2139.53,1681.67,295.5
2023-08-12,1486.68,152.06,326.67,970.24,618.96,119.64,73.57,103.51,174.19,94.11,86.31,2392.45,2558.08,1018.69
2023-08-13,1566.22,217.4,167.41,1558.78,198.86,118.72,150.51,154.33,63.1,108.82,38.71,1609.16,1719.45,946.97
2023-08-14,1629.69,339.75,186.68,1354.51,49.62,94.78,145.31,250.96,151.95,74.51,61.78,2077.03,1757.96,332.37
2023-08-15,1570.3,446.19,497.71,487.59,615.08,144.13,184.71,128.11,161.83,39.93,69.7,2165.56,2062.08,1092.84
2023-08-16,1516.01,206.8,262.93,1118.1,372.05,59.6,100.63,190.94,91.14,92.29,35.33,2391.72,1848.33,832.37
2023-08-17,1561.15,230.41,457.51,419.83,241.72,73.35,44.79,178.56,127.75,46.68,73.13,2226.69,1347.84,0.0
2023-08-18,1633.82,241.4,461.03,1098.54,302.06,91.23,122.25,268.63,0.0,90.75,51.33,1677.66,1922.09,155.49
2023-08-19,1588.4,118.53,699.1,1024.47,164.81,76.6,196.32,109.33,86.47,0.0,61.1,2307.26,1054.94,0.0
2023-08-20,1530.77,284.84,319.3,420.6,357.31,153.23,161.65,180.41,105.2,139.15,57.85,2319.4,1674.68,104.56
2023-08-21,1603.88,400.05,0.0,1239.63,115.67,80.44,226.17,20.37,156.55,71.54,69.41,2121.69,1286.44,376.98
2023-08-22,1616.93,250.31,213.13,561.71,109.98,62.65,160.71,162.89,130.46,0.0,51.26,2159.62,1466.5,0.0
2023-08-23,1571.69,342.04,350.99,721.97,165.0,120.99,191.87,160.12,154.9,49.34,61.38,2435.97,1825.06,105.88
2023-08-24,1649.12,368.33,257.91,757.85,0.0,76.5,150.55,320.25,146.01,26.77,75.98,2073.42,1357.47,86.74
2023-08-25,1558.75,169.05,759.9,1098.44,121.94,79.91,144.72,123.6,53.24,25.93,77.17,1742.96,1546.34,544.3
2023-08-26,1605.33,56.92,225.95,779.09,329.92,115.43,148.07,271.73,269.3,44.55,66.25,2126.46,2438.66,67.68
2023-08-27,1511.15,312.97,770.02,371.76,295.26,111.74,141.23,336.55,145.61,106.77,85.53,2151.98,2364.04,1235.08
2023-08-28,1567.18,122.84,232.43,997.9,264.96,160.19,115.33,271.72,258.55,0.0,24.83,2092.16,1899.33,373.85
2023-08-29,1625.92,361.36,0.0,366.75,377.0,65.01,90.15,291.08,214.37,35.77,66.61,1743.02,2367.32,0.0
2023-08-30,1535.51,221.24,113.89,555.02,265.51,109.99,191.68,373.65,0.0,78.0,64.63,2709.12,1989.42,1062.71
2023-08-31,1617.98,321.35,46.23,411.21,84.87,80.26,175.45,227.01,204.49,76.55,57.68,2071.04,1543.64,470.12
2023-09-01,1604.71,272.4,391.4,326.04,192.72,29.82,124.8,241.71,99.77,11.28,18.41,1757.35,1393.4,0.0
2023-09-02,1541.45,209.55,0.0,0.0,302.54,121.0,97.2,250.5,281.89,138.61,10.24,2139.91,1956.88,1071.18
2023-09-03,1523.74,333.71,388.17,907.89,179.29,82.13,133.54,259.63,234.82,57.94,81.01,2271.54,2160.6,1026.64
2023-09-04,1623.73,220.58,677.89,230.44,145.61,105.59,194.06,8.45,81.36,15.51,46.19,1824.12,2379.01,523.27
2023-09-05,1575.91,185.84,0.0,0.0,224.72,148.84,211.15,273.37,176.22,75.04,66.45,1849.03,1345.21,632.5
2023-09-06,1578.46,203.4,0.0,240.83,36.51,117.26,183.63,185.09,116.58,51.59,67.04,1487.77,1388.08,1029.74
2023-09-07,1596.09,234.96,374.05,668.14,0.0,86.12,168.84,227.02,189.84,33.76,32.7,1518.83,2559.76,151.01
2023-09-08,1485.35,193.99,642.79,1548.35,538.64,56.54,152.38,188.63,109.62,116.0,89.3,2293.66,1292.65,708.69
2023-09-09,1558.38,362.13,508.03,359.58,211.6,131.12,171.01,303.98,264.88,58.06,46.08,1501.47,2239.08,0.0
2023-09-10,1572.78,113.32,163.59,794.92,0.0,90.78,178.3,223.91,200.85,105.59,84.02,2211.2,1632.9,0.0
2023-09-11,1603.23,418.07,176.01,920.32,287.23,149.96,221.3,224.47,164.76,3.11,92.99,2121.83,2065.05,0.0
2023-09-12,1634.08,157.53,407.16,1187.34,421.37,105.44,134.69,392.57,3.8,53.49,61.3,1785.12,322.9,1473.8
2023-09-13,1541.39,346.8,334.07,1270.06,425.67,63.85,239.67,323.21,192.49,66.11,68.44,2288.13,2154.28,504.4
2023-09-14,1585.27,410.61,103.0,675.75,0.0,126.58,207.84,169.98,53.35,67.88,59.44,1832.87,1140.96,0.0
2023-09-15,1549.5,228.94,0.0,1146.6,172.14,91.9,186.88,279.96,61.05,12.6,60.78,2339.59,2790.78,1051.56
2023-09-16,1567.38,324.16,444.11,1537.79,150.14,160.35,265.76,170.62,132.16,49.04,97.51,2026.77,1412.15,149.74
2023-09-17,1585.32,140.53,405.36,1626.54,64.58,141.23,134.63,244.61,82.25,75.03,63.24,1698.89,2560.93,678.75
2023-09-18,1578.39,372.9,467.13,891.89,97.27,93.6,202.5,188.56,93.45,41.02,56.93,2273.62,810.55,0.0
2023-09-19,1552.47,366.48,0.0,364.52,327.11,76.01,142.93,199.06,199.79,43.54,30.69,2792.0,1482.62,431.86
2023-09-20,1580.49,106.48,1.35,1017.68,426.07,97.93,156.77,420.74,67.37,32.81,59.92,1947.16,1055.82,265.85
